ride_id,user_id,driver_id,vehicle_id,start_location,end_location,start_date,start_hour,end_date,end_hour,distance_km,fare_amount
15790,4717,287,216,Tangier (TNG),Gzenaya,2024-05-22,0,2024-05-22,0,6.75,30.62
15791,3944,42,220,Casablanca (CMN),Mohammedia,2024-06-02,15,2024-06-02,16,28.48,106.68
15792,3225,211,111,Agadir (AGA),Inezgane,2024-08-14,23,2024-08-15,0,18.93,73.26
15793,4586,208,146,Fes (FEZ),Batha,2024-03-28,11,2024-03-28,12,17.05,66.68
15794,1641,246,14,Rabat-Salé (RBA),Agdal,2024-06-08,3,2024-06-08,4,17.2,67.2
15795,7648,145,8,Oujda (OUD),Berkane,2024-04-13,23,2024-04-14,1,62.82,226.87
15796,8841,63,274,Marrakech (RAK),Gueliz,2024-08-04,11,2024-08-04,11,5.8,27.3
15797,801,49,129,Nador (NDR),Selouane,2024-05-07,4,2024-05-07,4,10.89,45.12
15798,1154,289,161,Laayoune (EUN),Al Wahda,2024-01-03,23,2024-01-03,23,5.08,24.78
15799,2321,196,235,Tangier (TNG),Malabata,2024-01-19,20,2024-01-19,21,17.9,69.65
15800,9184,3,298,Rabat-Salé (RBA),Temara,2024-05-21,21,2024-05-21,22,29.01,108.54
15801,5822,169,148,Tangier (TNG),Cap Spartel,2024-08-26,13,2024-08-26,13,20.32,78.12
15802,6560,141,203,Fes (FEZ),Ville Nouvelle,2024-07-28,18,2024-07-28,18,15.05,59.68
15803,7621,242,248,Rabat-Salé (RBA),Salé Center,2024-02-27,11,2024-02-27,12,12.31,50.08
15804,7768,143,6,Rabat-Salé (RBA),Temara,2024-07-10,3,2024-07-10,4,27.24,102.34
15805,1180,68,67,Tangier (TNG),Cap Spartel,2024-06-20,1,2024-06-20,1,21.92,83.72
15806,424,61,169,Agadir (AGA),Ait Melloul,2024-04-23,9,2024-04-23,10,16.93,66.26
15807,9354,131,2,Rabat-Salé (RBA),Agdal,2024-01-29,13,2024-01-29,13,13.06,52.71
15808,8878,9,176,Nador (NDR),Beni Ensar,2024-01-16,2,2024-01-16,2,29.46,110.11
15809,9302,287,216,Agadir (AGA),Ait Melloul,2024-02-10,0,2024-02-10,0,17.32,67.62
15810,8659,85,70,Nador (NDR),Selouane,2024-07-14,0,2024-07-14,0,13.1,52.85
15811,5391,197,89,Laayoune (EUN),Al Wahda,2024-08-09,18,2024-08-09,18,7.37,32.8
15812,1885,58,210,Fes (FEZ),Ville Nouvelle,2024-04-05,14,2024-04-05,14,12.76,51.66
15813,8658,3,298,Casablanca (CMN),Bouskoura,2024-06-21,23,2024-06-22,0,18.91,73.18
15814,1341,227,77,Fes (FEZ),Saiss district,2024-03-30,12,2024-03-30,12,4.35,22.22
15815,3256,58,210,Oujda (OUD),Berkane,2024-09-25,1,2024-09-25,4,58.53,211.86
15816,2413,24,37,Rabat-Salé (RBA),Temara,2024-08-03,10,2024-08-03,11,24.0,91.0
15817,8469,241,289,Tangier (TNG),Port Tanger Ville,2024-08-15,15,2024-08-15,16,18.07,70.24
15818,3356,144,40,Fes (FEZ),Batha,2024-08-07,15,2024-08-07,15,18.96,73.36
15819,2211,236,199,Fes (FEZ),Batha,2024-03-12,16,2024-03-12,17,17.42,67.97
15820,253,283,254,Agadir (AGA),Inezgane,2024-07-08,17,2024-07-08,17,15.14,59.99
15821,9904,275,82,Agadir (AGA),Taghazout,2024-04-07,1,2024-04-07,2,48.41,176.44
15822,9312,98,89,Tangier (TNG),Gzenaya,2024-03-28,11,2024-03-28,11,8.62,37.17
15823,2503,38,98,Fes (FEZ),Saiss district,2024-07-05,17,2024-07-05,17,3.96,20.86
15824,2758,181,236,Tangier (TNG),Cap Spartel,2024-09-04,17,2024-09-04,17,16.88,66.08
15825,1002,235,233,Tangier (TNG),Port Tanger Ville,2024-03-28,7,2024-03-28,7,15.08,59.78
15826,3042,134,89,Fes (FEZ),Batha,2024-02-26,13,2024-02-26,14,16.02,63.07
15827,3248,5,138,Nador (NDR),Selouane,2024-04-01,4,2024-04-01,5,12.46,50.61
15828,4747,241,289,Tangier (TNG),Cap Spartel,2024-06-28,11,2024-06-28,11,19.96,76.86
15829,3260,220,97,Rabat-Salé (RBA),Temara,2024-07-29,15,2024-07-29,15,21.02,80.57
15830,5567,96,74,Oujda (OUD),Al Qods,2024-08-02,1,2024-08-02,1,13.82,55.37
15831,4131,223,177,Fes (FEZ),Batha,2024-03-06,8,2024-03-06,9,16.1,63.35
15832,5941,118,134,Dakhla (VIL),Port Dakhla,2024-01-25,23,2024-01-26,0,7.53,33.36
15833,2131,141,203,Marrakech (RAK),Medina,2024-07-24,1,2024-07-24,2,7.5,33.25
15834,7013,183,82,Nador (NDR),Selouane,2024-06-29,23,2024-06-29,23,12.67,51.34
15835,1639,24,37,Fes (FEZ),Batha,2024-08-29,10,2024-08-29,11,18.32,71.12
15836,1302,44,184,Fes (FEZ),Saiss district,2024-05-02,4,2024-05-02,4,6.72,30.52
15837,8862,64,265,Rabat-Salé (RBA),Agdal,2024-04-11,10,2024-04-11,10,16.13,63.46
15838,3623,231,190,Tangier (TNG),Port Tanger Ville,2024-05-20,23,2024-05-20,23,15.55,61.42
15839,8538,68,67,Nador (NDR),Selouane,2024-07-30,10,2024-07-30,10,12.05,49.18
15840,454,158,91,Casablanca (CMN),Mohammedia,2024-09-02,9,2024-09-02,10,28.12,105.42
15841,7488,23,290,Rabat-Salé (RBA),Hay Riad,2024-04-11,13,2024-04-11,13,17.09,66.82
15842,4705,233,290,Tangier (TNG),Cap Spartel,2024-09-18,16,2024-09-18,16,20.87,80.04
15843,3579,127,52,Dakhla (VIL),Port Dakhla,2024-09-11,23,2024-09-11,23,8.13,35.46
15844,366,5,138,Laayoune (EUN),Al Wahda,2024-08-26,7,2024-08-26,7,11.87,48.54
15845,5445,260,201,Tangier (TNG),Port Tanger Ville,2024-06-04,7,2024-06-04,8,18.27,70.94
15846,145,253,153,Dakhla (VIL),PK25,2024-04-02,22,2024-04-02,22,31.75,118.12
15847,2329,39,274,Casablanca (CMN),Bouskoura,2024-09-17,2,2024-09-17,3,17.32,67.62
15848,8296,183,82,Nador (NDR),Beni Ensar,2024-06-19,0,2024-06-19,0,31.56,117.46
15849,25,92,206,Oujda (OUD),Berkane,2024-04-11,21,2024-04-11,22,58.84,212.94
15850,6623,49,129,Casablanca (CMN),Bouskoura,2024-05-04,7,2024-05-04,8,23.69,89.92
15851,6493,289,161,Tangier (TNG),Port Tanger Ville,2024-07-24,11,2024-07-24,11,19.03,73.6
15852,7152,89,172,Marrakech (RAK),Medina,2024-02-19,15,2024-02-19,15,4.3,22.05
15853,6912,185,140,Agadir (AGA),Inezgane,2024-08-31,7,2024-08-31,7,16.33,64.16
15854,5721,291,241,Tangier (TNG),Malabata,2024-01-06,21,2024-01-06,22,17.17,67.1
15855,6,249,99,Dakhla (VIL),Port Dakhla,2024-08-01,17,2024-08-01,18,9.09,38.82
15856,2506,94,98,Nador (NDR),Beni Ensar,2024-05-25,3,2024-05-25,4,27.7,103.95
15857,9374,131,2,Rabat-Salé (RBA),Hay Riad,2024-04-02,3,2024-04-02,3,16.14,63.49
15858,7486,237,77,Oujda (OUD),Berkane,2024-06-09,15,2024-06-09,17,56.27,203.95
15859,7130,265,274,Agadir (AGA),Taghazout,2024-04-01,20,2024-04-01,21,43.61,159.64
15860,1922,50,81,Fes (FEZ),Batha,2024-09-25,19,2024-09-25,19,17.94,69.79
15861,8239,288,226,Marrakech (RAK),Medina,2024-09-20,18,2024-09-20,18,7.07,31.74
15862,4232,121,198,Fes (FEZ),Batha,2024-06-15,6,2024-06-15,6,15.98,62.93
15863,1401,17,80,Tangier (TNG),Gzenaya,2024-09-11,17,2024-09-11,18,11.47,47.14
15864,1172,7,288,Laayoune (EUN),Al Wahda,2024-07-10,12,2024-07-10,12,11.93,48.76
15865,4120,56,224,Oujda (OUD),Berkane,2024-06-25,15,2024-06-25,17,60.15,217.52
15866,7387,216,88,Casablanca (CMN),Anfa,2024-01-14,9,2024-01-14,10,30.91,115.18
15867,2516,260,201,Laayoune (EUN),Al Wahda,2024-06-01,16,2024-06-01,16,5.86,27.51
15868,9790,161,288,Tangier (TNG),Port Tanger Ville,2024-07-20,18,2024-07-20,18,17.86,69.51
15869,6892,166,90,Nador (NDR),Beni Ensar,2024-07-21,16,2024-07-21,17,31.17,116.1
15870,6659,8,16,Rabat-Salé (RBA),Temara,2024-10-02,12,2024-10-02,13,28.56,106.96
15871,3948,101,45,Rabat-Salé (RBA),Temara,2024-01-09,11,2024-01-09,12,27.77,104.2
15872,9916,72,110,Nador (NDR),Selouane,2024-08-27,10,2024-08-27,11,11.07,45.74
15873,1912,69,262,Agadir (AGA),Taghazout,2024-09-18,3,2024-09-18,4,43.89,160.62
15874,5226,71,167,Casablanca (CMN),Anfa,2024-09-17,4,2024-09-17,5,31.9,118.65
15875,8351,190,59,Agadir (AGA),Taghazout,2024-04-28,3,2024-04-28,4,47.29,172.52
15876,5508,139,19,Marrakech (RAK),Palmeraie,2024-04-22,5,2024-04-22,5,12.94,52.29
15877,6779,198,66,Tangier (TNG),Port Tanger Ville,2024-04-14,6,2024-04-14,6,17.63,68.7
15878,130,159,179,Marrakech (RAK),Gueliz,2024-02-20,3,2024-02-20,3,6.14,28.49
15879,300,122,208,Casablanca (CMN),Mohammedia,2024-04-17,11,2024-04-17,12,33.63,124.71
15880,5212,58,210,Agadir (AGA),Talborjt,2024-08-01,13,2024-08-01,14,27.17,102.1
15881,8450,177,95,Fes (FEZ),Batha,2024-07-14,20,2024-07-14,20,18.88,73.08
15882,2132,76,92,Casablanca (CMN),Maarif,2024-03-04,7,2024-03-04,8,23.98,90.93
15883,8682,102,58,Laayoune (EUN),Al Wahda,2024-07-03,14,2024-07-03,14,7.35,32.72
15884,1712,182,151,Tangier (TNG),Malabata,2024-03-24,7,2024-03-24,7,17.59,68.56
15885,596,130,127,Fes (FEZ),Ville Nouvelle,2024-02-26,2,2024-02-26,3,15.54,61.39
15886,70,123,39,Rabat-Salé (RBA),Agdal,2024-01-27,15,2024-01-27,16,17.44,68.04
15887,5958,142,37,Casablanca (CMN),Mohammedia,2024-03-08,7,2024-03-08,8,31.78,118.23
15888,386,165,194,Marrakech (RAK),Gueliz,2024-06-20,22,2024-06-20,23,9.05,38.68
15889,9116,284,271,Oujda (OUD),Al Qods,2024-02-27,14,2024-02-27,15,10.6,44.1
15890,9176,201,100,Casablanca (CMN),Bouskoura,2024-03-29,5,2024-03-29,6,23.78,90.23
15891,7783,241,289,Laayoune (EUN),Al Wahda,2024-06-30,4,2024-06-30,4,5.28,25.48
15892,6180,285,253,Rabat-Salé (RBA),Temara,2024-08-26,2,2024-08-26,3,26.21,98.74
15893,3857,242,248,Casablanca (CMN),Mohammedia,2024-03-11,7,2024-03-11,8,27.76,104.16
15894,1982,215,17,Laayoune (EUN),Foum El Oued,2024-09-13,4,2024-09-13,5,23.05,87.68
15895,2269,164,21,Agadir (AGA),Talborjt,2024-03-11,20,2024-03-11,21,24.53,92.86
15896,6044,238,132,Nador (NDR),Selouane,2024-02-08,0,2024-02-08,0,10.32,43.12
15897,1203,272,10,Fes (FEZ),Ville Nouvelle,2024-08-20,20,2024-08-20,20,14.68,58.38
15898,2843,125,79,Rabat-Salé (RBA),Hay Riad,2024-05-13,0,2024-05-13,0,17.3,67.55
15899,6386,47,292,Casablanca (CMN),Mohammedia,2024-07-10,0,2024-07-10,1,28.41,106.44
15900,6740,246,14,Marrakech (RAK),Medina,2024-02-04,12,2024-02-04,12,6.14,28.49
15901,9805,82,173,Marrakech (RAK),Medina,2024-05-16,17,2024-05-16,17,7.8,34.3
15902,7830,101,45,Agadir (AGA),Inezgane,2024-03-22,14,2024-03-22,14,18.12,70.42
15903,6260,188,100,Casablanca (CMN),Maarif,2024-02-24,4,2024-02-24,4,22.97,87.4
15904,275,34,167,Marrakech (RAK),Gueliz,2024-02-22,23,2024-02-22,23,8.96,38.36
15905,328,79,126,Rabat-Salé (RBA),Hay Riad,2024-05-22,4,2024-05-22,4,12.94,52.29
15906,9936,144,40,Agadir (AGA),Ait Melloul,2024-05-30,2,2024-05-30,2,16.55,64.93
15907,5669,200,12,Oujda (OUD),Berkane,2024-05-30,9,2024-05-30,11,61.1,220.85
15908,2785,42,220,Agadir (AGA),Taghazout,2024-05-04,5,2024-05-04,6,45.04,164.64
15909,6115,13,23,Casablanca (CMN),Anfa,2024-05-07,11,2024-05-07,12,29.87,111.54
15910,7157,112,37,Agadir (AGA),Taghazout,2024-07-20,20,2024-07-20,21,46.6,170.1
15911,3624,173,190,Rabat-Salé (RBA),Salé Center,2024-06-25,19,2024-06-25,20,8.37,36.3
15912,5301,249,99,Casablanca (CMN),Maarif,2024-05-19,3,2024-05-19,3,20.98,80.43
15913,9676,11,269,Dakhla (VIL),Port Dakhla,2024-02-27,23,2024-02-28,0,9.91,41.68
15914,3873,153,227,Dakhla (VIL),PK25,2024-02-09,15,2024-02-09,16,27.23,102.3
15915,4461,292,73,Marrakech (RAK),Medina,2024-08-24,16,2024-08-24,16,5.33,25.66
15916,3303,29,226,Oujda (OUD),Lazaret,2024-09-18,13,2024-09-18,14,12.44,50.54
15917,2455,59,217,Agadir (AGA),Talborjt,2024-04-03,18,2024-04-03,19,25.83,97.4
15918,9672,154,68,Marrakech (RAK),Gueliz,2024-08-23,14,2024-08-23,14,10.0,42.0
15919,8419,237,77,Agadir (AGA),Ait Melloul,2024-08-09,18,2024-08-09,18,15.46,61.11
15920,8743,158,91,Agadir (AGA),Talborjt,2024-09-07,6,2024-09-07,6,21.22,81.27
15921,6463,3,298,Fes (FEZ),Batha,2024-02-24,3,2024-02-24,4,17.72,69.02
15922,6955,142,37,Tangier (TNG),Gzenaya,2024-06-06,0,2024-06-06,0,5.67,26.84
15923,3218,94,98,Fes (FEZ),Ville Nouvelle,2024-02-29,6,2024-02-29,7,15.43,61.0
15924,4070,296,115,Fes (FEZ),Ville Nouvelle,2024-04-04,1,2024-04-04,1,15.9,62.65
15925,1391,92,206,Tangier (TNG),Malabata,2024-01-17,2,2024-01-17,3,14.84,58.94
15926,5016,249,99,Laayoune (EUN),Al Wahda,2024-06-14,18,2024-06-14,19,8.08,35.28
15927,3887,64,265,Agadir (AGA),Inezgane,2024-07-29,6,2024-07-29,7,17.77,69.19
15928,4968,62,283,Marrakech (RAK),Gueliz,2024-06-13,15,2024-06-13,15,7.2,32.2
15929,52,256,108,Casablanca (CMN),Mohammedia,2024-07-17,14,2024-07-17,15,34.2,126.7
15930,1978,157,283,Marrakech (RAK),Medina,2024-09-20,19,2024-09-20,19,4.62,23.17
15931,8685,49,129,Fes (FEZ),Saiss district,2024-01-26,10,2024-01-26,10,6.11,28.38
15932,7072,112,37,Tangier (TNG),Cap Spartel,2024-02-15,12,2024-02-15,12,16.17,63.6
15933,1304,23,290,Marrakech (RAK),Palmeraie,2024-08-31,18,2024-08-31,19,17.23,67.31
15934,1680,129,283,Agadir (AGA),Taghazout,2024-01-13,0,2024-01-13,2,40.04,147.14
15935,9339,285,253,Oujda (OUD),Lazaret,2024-09-24,19,2024-09-24,20,16.77,65.69
15936,4603,266,255,Tangier (TNG),Port Tanger Ville,2024-04-27,11,2024-04-27,11,17.43,68.0
15937,8332,171,266,Nador (NDR),Beni Ensar,2024-04-02,4,2024-04-02,4,25.11,94.88
15938,3322,93,106,Nador (NDR),Beni Ensar,2024-08-18,3,2024-08-18,4,28.32,106.12
15939,5662,220,97,Marrakech (RAK),Targa,2024-08-22,20,2024-08-22,21,9.97,41.9
15940,7718,136,262,Fes (FEZ),Batha,2024-03-29,3,2024-03-29,4,17.7,68.95
15941,6541,30,49,Dakhla (VIL),PK25,2024-08-30,19,2024-08-30,20,28.89,108.12
15942,8049,246,14,Laayoune (EUN),Foum El Oued,2024-07-22,2,2024-07-22,2,21.25,81.38
15943,3601,146,44,Tangier (TNG),Cap Spartel,2024-05-14,10,2024-05-14,11,18.9,73.15
15944,4328,77,257,Agadir (AGA),Taghazout,2024-03-10,23,2024-03-11,0,42.06,154.21
15945,8519,298,22,Laayoune (EUN),Foum El Oued,2024-04-13,20,2024-04-13,21,18.93,73.26
15946,2025,39,274,Casablanca (CMN),Anfa,2024-07-29,21,2024-07-29,22,28.16,105.56
15947,2923,26,171,Rabat-Salé (RBA),Salé Center,2024-04-01,11,2024-04-01,12,12.25,49.88
15948,5045,223,177,Tangier (TNG),Port Tanger Ville,2024-07-13,9,2024-07-13,10,18.95,73.32
15949,8883,293,201,Marrakech (RAK),Targa,2024-09-05,11,2024-09-05,12,12.57,51.0
15950,5747,279,38,Rabat-Salé (RBA),Agdal,2024-09-28,1,2024-09-28,1,12.96,52.36
15951,8472,285,253,Marrakech (RAK),Targa,2024-05-22,20,2024-05-22,21,10.55,43.92
15952,1835,93,106,Agadir (AGA),Inezgane,2024-06-10,20,2024-06-10,20,16.25,63.88
15953,7129,176,23,Laayoune (EUN),Foum El Oued,2024-08-20,10,2024-08-20,10,24.59,93.06
15954,7063,166,90,Fes (FEZ),Batha,2024-05-11,4,2024-05-11,4,16.14,63.49
15955,3721,42,220,Casablanca (CMN),Maarif,2024-02-11,11,2024-02-11,12,24.66,93.31
15956,6514,79,126,Fes (FEZ),Saiss district,2024-06-19,23,2024-06-19,23,3.18,18.13
15957,7659,272,10,Marrakech (RAK),Targa,2024-05-18,6,2024-05-18,7,10.14,42.49
15958,8631,229,217,Dakhla (VIL),PK25,2024-09-18,0,2024-09-18,1,27.35,102.72
15959,787,177,95,Rabat-Salé (RBA),Hay Riad,2024-04-09,13,2024-04-09,13,13.68,54.88
15960,3201,144,40,Agadir (AGA),Talborjt,2024-07-06,14,2024-07-06,14,26.26,98.91
15961,4505,156,106,Dakhla (VIL),Port Dakhla,2024-01-06,12,2024-01-06,12,5.37,25.8
15962,3077,92,206,Marrakech (RAK),Medina,2024-03-20,21,2024-03-20,21,4.6,23.1
15963,9227,58,210,Tangier (TNG),Port Tanger Ville,2024-07-14,15,2024-07-14,15,18.7,72.45
15964,7472,59,217,Agadir (AGA),Taghazout,2024-06-04,22,2024-06-04,23,42.02,154.07
15965,1315,295,109,Casablanca (CMN),Bouskoura,2024-09-14,11,2024-09-14,12,17.4,67.9
15966,2771,227,77,Oujda (OUD),Lazaret,2024-06-18,20,2024-06-18,21,17.6,68.6
15967,5955,32,115,Casablanca (CMN),Bouskoura,2024-09-02,16,2024-09-02,16,22.41,85.44
15968,4163,51,207,Dakhla (VIL),PK25,2024-03-02,13,2024-03-02,13,26.76,100.66
15969,567,116,45,Fes (FEZ),Saiss district,2024-08-23,22,2024-08-23,22,4.21,21.74
15970,540,129,283,Dakhla (VIL),Port Dakhla,2024-02-24,2,2024-02-24,2,6.8,30.8
15971,4617,138,235,Oujda (OUD),Lazaret,2024-02-29,17,2024-02-29,17,12.49,50.72
15972,2895,136,262,Agadir (AGA),Taghazout,2024-06-04,22,2024-06-05,0,37.04,136.64
15973,3545,184,274,Agadir (AGA),Talborjt,2024-09-09,7,2024-09-09,7,23.14,87.99
15974,7947,261,42,Laayoune (EUN),Al Wahda,2024-05-17,11,2024-05-17,11,5.31,25.58
15975,1963,201,100,Casablanca (CMN),Anfa,2024-02-03,22,2024-02-03,23,35.93,132.76
15976,5999,160,81,Tangier (TNG),Gzenaya,2024-02-14,9,2024-02-14,9,10.24,42.84
15977,5549,192,157,Tangier (TNG),Port Tanger Ville,2024-05-26,1,2024-05-26,1,19.17,74.1
15978,3336,117,33,Marrakech (RAK),Palmeraie,2024-08-05,2,2024-08-05,3,16.44,64.54
15979,2916,285,253,Rabat-Salé (RBA),Temara,2024-09-12,12,2024-09-12,13,25.8,97.3
15980,9107,250,39,Rabat-Salé (RBA),Salé Center,2024-06-10,4,2024-06-10,5,9.9,41.65
15981,1088,10,152,Tangier (TNG),Cap Spartel,2024-07-08,10,2024-07-08,11,17.0,66.5
15982,2210,237,77,Fes (FEZ),Saiss district,2024-02-21,22,2024-02-21,22,6.65,30.28
15983,8015,50,81,Agadir (AGA),Talborjt,2024-06-30,13,2024-06-30,13,20.7,79.45
15984,9806,63,274,Dakhla (VIL),PK25,2024-08-14,21,2024-08-14,22,30.39,113.36
15985,2463,217,69,Rabat-Salé (RBA),Agdal,2024-01-15,18,2024-01-15,18,18.34,71.19
15986,4828,180,300,Tangier (TNG),Port Tanger Ville,2024-05-01,16,2024-05-01,16,16.44,64.54
15987,4377,86,3,Nador (NDR),Beni Ensar,2024-01-22,19,2024-01-22,20,26.05,98.18
15988,6600,22,48,Rabat-Salé (RBA),Hay Riad,2024-03-05,7,2024-03-05,8,16.69,65.42
15989,8433,297,40,Oujda (OUD),Berkane,2024-08-17,23,2024-08-18,1,58.01,210.04
15990,5947,158,91,Marrakech (RAK),Targa,2024-09-29,15,2024-09-29,15,12.34,50.19
15991,1349,224,221,Casablanca (CMN),Anfa,2024-07-07,13,2024-07-07,14,31.59,117.56
15992,9825,259,103,Casablanca (CMN),Bouskoura,2024-04-05,18,2024-04-05,19,20.04,77.14
15993,5569,173,190,Rabat-Salé (RBA),Agdal,2024-07-15,20,2024-07-15,20,19.43,75.0
15994,1072,77,257,Rabat-Salé (RBA),Hay Riad,2024-09-08,1,2024-09-08,2,16.32,64.12
15995,4045,66,289,Oujda (OUD),Berkane,2024-05-28,7,2024-05-28,8,64.2,231.7
15996,4376,275,82,Rabat-Salé (RBA),Salé Center,2024-02-16,10,2024-02-16,10,13.22,53.27
15997,4388,33,275,Agadir (AGA),Inezgane,2024-08-16,8,2024-08-16,8,19.79,76.26
15998,4893,12,84,Agadir (AGA),Taghazout,2024-07-20,4,2024-07-20,5,42.59,156.06
15999,7721,8,16,Fes (FEZ),Saiss district,2024-03-27,15,2024-03-27,15,5.07,24.74
16000,4423,163,266,Tangier (TNG),Port Tanger Ville,2024-07-19,4,2024-07-19,4,18.71,72.48
16001,4381,60,138,Rabat-Salé (RBA),Agdal,2024-06-10,2,2024-06-10,2,17.02,66.57
16002,4753,124,237,Casablanca (CMN),Anfa,2024-01-10,1,2024-01-10,2,37.27,137.45
16003,5229,269,145,Casablanca (CMN),Bouskoura,2024-04-01,15,2024-04-01,16,19.43,75.0
16004,2206,18,142,Casablanca (CMN),Anfa,2024-06-14,13,2024-06-14,14,37.66,138.81
16005,6984,202,80,Marrakech (RAK),Gueliz,2024-02-08,18,2024-02-08,18,8.73,37.56
16006,8627,143,6,Tangier (TNG),Port Tanger Ville,2024-01-14,18,2024-01-14,18,17.61,68.63
16007,6067,116,45,Tangier (TNG),Malabata,2024-02-07,18,2024-02-07,18,19.41,74.94
16008,1805,118,134,Tangier (TNG),Port Tanger Ville,2024-07-01,5,2024-07-01,5,16.76,65.66
16009,409,93,106,Agadir (AGA),Taghazout,2024-08-29,16,2024-08-29,17,39.39,144.86
16010,1537,133,271,Nador (NDR),Beni Ensar,2024-06-20,11,2024-06-20,12,27.19,102.16
16011,9738,251,132,Marrakech (RAK),Palmeraie,2024-03-18,5,2024-03-18,5,16.96,66.36
16012,5209,157,283,Nador (NDR),Beni Ensar,2024-02-25,0,2024-02-25,1,25.66,96.81
16013,3395,229,217,Rabat-Salé (RBA),Hay Riad,2024-01-01,12,2024-01-01,13,10.71,44.48
16014,2608,92,206,Marrakech (RAK),Gueliz,2024-09-30,18,2024-09-30,18,7.46,33.11
16015,3452,57,145,Agadir (AGA),Talborjt,2024-04-29,15,2024-04-29,16,23.49,89.21
16016,4782,155,28,Casablanca (CMN),Bouskoura,2024-03-23,23,2024-03-24,0,15.4,60.9
16017,7066,112,37,Agadir (AGA),Talborjt,2024-08-22,5,2024-08-22,6,25.65,96.78
16018,7176,268,229,Oujda (OUD),Al Qods,2024-04-15,23,2024-04-15,23,13.23,53.3
16019,1755,83,144,Marrakech (RAK),Targa,2024-08-18,18,2024-08-18,19,12.2,49.7
16020,7155,236,199,Marrakech (RAK),Targa,2024-09-23,15,2024-09-23,15,9.05,38.68
16021,3346,95,240,Fes (FEZ),Saiss district,2024-06-08,23,2024-06-09,0,6.44,29.54
16022,1419,213,222,Oujda (OUD),Berkane,2024-09-08,4,2024-09-08,5,59.11,213.88
16023,9220,92,206,Fes (FEZ),Batha,2024-01-24,12,2024-01-24,13,18.33,71.16
16024,8009,251,132,Rabat-Salé (RBA),Temara,2024-08-03,5,2024-08-03,5,22.12,84.42
16025,1937,9,176,Agadir (AGA),Talborjt,2024-08-10,23,2024-08-10,23,20.22,77.77
16026,4311,3,298,Tangier (TNG),Malabata,2024-09-30,17,2024-09-30,17,19.06,73.71
16027,7201,23,290,Casablanca (CMN),Anfa,2024-05-12,23,2024-05-13,0,29.96,111.86
16028,4249,19,176,Marrakech (RAK),Palmeraie,2024-06-15,19,2024-06-15,19,16.19,63.67
16029,1287,37,232,Laayoune (EUN),Foum El Oued,2024-09-14,10,2024-09-14,11,22.5,85.75
16030,7005,125,79,Rabat-Salé (RBA),Salé Center,2024-06-13,12,2024-06-13,12,14.99,59.46
16031,5726,183,82,Oujda (OUD),Al Qods,2024-03-10,7,2024-03-10,7,10.79,44.76
16032,1319,79,126,Fes (FEZ),Saiss district,2024-02-08,11,2024-02-08,11,3.7,19.95
16033,7870,215,17,Rabat-Salé (RBA),Salé Center,2024-03-14,19,2024-03-14,20,10.72,44.52
16034,2265,217,69,Casablanca (CMN),Maarif,2024-08-31,14,2024-08-31,15,28.08,105.28
16035,9752,253,153,Oujda (OUD),Lazaret,2024-03-27,2,2024-03-27,3,16.77,65.69
16036,9773,227,77,Casablanca (CMN),Anfa,2024-05-08,19,2024-05-08,20,36.28,133.98
16037,9465,29,226,Marrakech (RAK),Palmeraie,2024-06-08,11,2024-06-08,11,15.84,62.44
16038,2912,296,115,Marrakech (RAK),Medina,2024-02-16,20,2024-02-16,20,4.29,22.02
16039,9788,150,229,Fes (FEZ),Saiss district,2024-06-14,0,2024-06-14,1,4.86,24.01
16040,9002,74,102,Rabat-Salé (RBA),Salé Center,2024-05-09,1,2024-05-09,1,13.08,52.78
16041,7987,67,201,Fes (FEZ),Ville Nouvelle,2024-06-19,15,2024-06-19,15,13.59,54.56
16042,1783,274,260,Dakhla (VIL),PK25,2024-01-06,20,2024-01-06,21,30.06,112.21
16043,8019,49,129,Marrakech (RAK),Medina,2024-07-14,9,2024-07-14,10,6.35,29.22
16044,6322,222,149,Casablanca (CMN),Bouskoura,2024-04-03,11,2024-04-03,12,16.19,63.67
16045,4923,164,21,Dakhla (VIL),Port Dakhla,2024-07-08,19,2024-07-08,20,5.77,27.2
16046,7375,296,115,Rabat-Salé (RBA),Temara,2024-08-07,14,2024-08-07,14,24.46,92.61
16047,5024,237,77,Fes (FEZ),Batha,2024-09-20,14,2024-09-20,15,15.65,61.78
16048,4137,179,9,Dakhla (VIL),Port Dakhla,2024-01-12,9,2024-01-12,9,8.15,35.53
16049,7863,270,114,Tangier (TNG),Cap Spartel,2024-03-19,18,2024-03-19,18,19.65,75.77
16050,9093,283,254,Dakhla (VIL),Port Dakhla,2024-02-05,20,2024-02-05,20,8.87,38.04
16051,4666,33,275,Rabat-Salé (RBA),Temara,2024-03-21,16,2024-03-21,16,26.68,100.38
16052,8739,283,254,Fes (FEZ),Saiss district,2024-06-20,6,2024-06-20,6,4.98,24.43
16053,2073,185,140,Oujda (OUD),Berkane,2024-02-16,1,2024-02-16,4,63.8,230.3
16054,5152,90,9,Laayoune (EUN),Foum El Oued,2024-02-16,0,2024-02-16,1,23.1,87.85
16055,2093,136,262,Nador (NDR),Beni Ensar,2024-01-06,22,2024-01-06,22,27.73,104.06
16056,8418,243,82,Fes (FEZ),Ville Nouvelle,2024-09-26,7,2024-09-26,8,13.52,54.32
16057,1188,86,3,Agadir (AGA),Talborjt,2024-09-11,11,2024-09-11,12,22.42,85.47
